cuda
FULL Dataset: (20305, 4)
TRAIN Dataset: (16244, 4)
TEST Dataset: (4061, 4)
tensor(3.1775, device='cuda:0', grad_fn=<NllLossBackward0>)
{'eval_loss': 0.27335530519485474, 'eval_accuracy': 0.9134373042907113, 'eval_precision': 0.6584846587351284, 'eval_recall': 0.6693825588796944, 'eval_f1': 0.6638888888888889, 'eval_runtime': 4.1708, 'eval_samples_per_second': 973.684, 'eval_steps_per_second': 121.8, 'epoch': 0.44}
{'loss': 0.2566, 'grad_norm': 1.8070693016052246, 'learning_rate': 1.86612609630978e-05, 'epoch': 0.45}
{'loss': 0.335, 'grad_norm': 3.962946653366089, 'learning_rate': 1.8644712890948208e-05, 'epoch': 0.45}
{'loss': 0.3197, 'grad_norm': 4.792827606201172, 'learning_rate': 1.8628164818798612e-05, 'epoch': 0.46}
{'loss': 0.3246, 'grad_norm': 2.5699753761291504, 'learning_rate': 1.8611616746649016e-05, 'epoch': 0.46}
{'loss': 0.2537, 'grad_norm': 4.551042556762695, 'learning_rate': 1.859506867449942e-05, 'epoch': 0.47}
{'loss': 0.287, 'grad_norm': 3.245786190032959, 'learning_rate': 1.8578520602349828e-05, 'epoch': 0.47}
{'loss': 0.3958, 'grad_norm': 3.467151165008545, 'learning_rate': 1.8561972530200236e-05, 'epoch': 0.48}
{'loss': 0.2752, 'grad_norm': 2.24397611618042, 'learning_rate': 1.854542445805064e-05, 'epoch': 0.48}
{'loss': 0.266, 'grad_norm': 2.3063457012176514, 'learning_rate': 1.8528876385901044e-05, 'epoch': 0.49}
{'loss': 0.2822, 'grad_norm': 1.6541637182235718, 'learning_rate': 1.8512328313751448e-05, 'epoch': 0.49}
{'eval_loss': 0.28466176986694336, 'eval_accuracy': 0.9071593321826263, 'eval_precision': 0.6237543453070684, 'eval_recall': 0.6852959898154042, 'eval_f1': 0.6530785562632697, 'eval_runtime': 4.1944, 'eval_samples_per_second': 968.187, 'eval_steps_per_second': 121.113, 'epoch': 0.49}
{'loss': 0.2093, 'grad_norm': 2.291909694671631, 'learning_rate': 1.8495780241601856e-05, 'epoch': 0.5}
{'loss': 0.297, 'grad_norm': 7.944154739379883, 'learning_rate': 1.847923216945226e-05, 'epoch': 0.5}
{'loss': 0.206, 'grad_norm': 2.150390863418579, 'learning_rate': 1.8462684097302664e-05, 'epoch': 0.51}
{'loss': 0.3429, 'grad_norm': 4.8467912673950195, 'learning_rate': 1.844613602515307e-05, 'epoch': 0.51}
{'loss': 0.2281, 'grad_norm': 4.3775858879089355, 'learning_rate': 1.8429587953003476e-05, 'epoch': 0.52}
{'loss': 0.3143, 'grad_norm': 3.3570022583007812, 'learning_rate': 1.8413039880853883e-05, 'epoch': 0.52}
{'loss': 0.2994, 'grad_norm': 3.6008317470550537, 'learning_rate': 1.8396491808704287e-05, 'epoch': 0.53}
{'loss': 0.2699, 'grad_norm': 3.3695409297943115, 'learning_rate': 1.837994373655469e-05, 'epoch': 0.53}
{'loss': 0.2105, 'grad_norm': 2.894566059112549, 'learning_rate': 1.83633956644051e-05, 'epoch': 0.54}
{'loss': 0.3464, 'grad_norm': 3.059774875640869, 'learning_rate': 1.8346847592255503e-05, 'epoch': 0.54}
{'eval_loss': 0.2580251395702362, 'eval_accuracy': 0.9171490980188491, 'eval_precision': 0.6772978402812657, 'eval_recall': 0.6866963717377467, 'eval_f1': 0.6819647259624502, 'eval_runtime': 4.1788, 'eval_samples_per_second': 971.802, 'eval_steps_per_second': 121.565, 'epoch': 0.54}
{'loss': 0.2505, 'grad_norm': 1.8634085655212402, 'learning_rate': 1.833029952010591e-05, 'epoch': 0.55}
{'loss': 0.2958, 'grad_norm': 3.103729724884033, 'learning_rate': 1.8313751447956315e-05, 'epoch': 0.55}
{'loss': 0.2389, 'grad_norm': 2.521606683731079, 'learning_rate': 1.829720337580672e-05, 'epoch': 0.56}
{'loss': 0.2979, 'grad_norm': 4.795629501342773, 'learning_rate': 1.8280655303657123e-05, 'epoch': 0.56}
{'loss': 0.2577, 'grad_norm': 3.447615385055542, 'learning_rate': 1.826410723150753e-05, 'epoch': 0.57}
{'loss': 0.338, 'grad_norm': 2.2446861267089844, 'learning_rate': 1.824755915935794e-05, 'epoch': 0.57}
{'loss': 0.3416, 'grad_norm': 1.5769129991531372, 'learning_rate': 1.8231011087208343e-05, 'epoch': 0.58}
{'loss': 0.3178, 'grad_norm': 2.5737736225128174, 'learning_rate': 1.8214463015058747e-05, 'epoch': 0.58}
{'loss': 0.2723, 'grad_norm': 3.421529769897461, 'learning_rate': 1.819791494290915e-05, 'epoch': 0.59}
{'loss': 0.1989, 'grad_norm': 0.9344913363456726, 'learning_rate': 1.818136687075956e-05, 'epoch': 0.59}
{'eval_loss': 0.25598645210266113, 'eval_accuracy': 0.9171185482762307, 'eval_precision': 0.6660610465116279, 'eval_recall': 0.7000636537237428, 'eval_f1': 0.6826391906151077, 'eval_runtime': 4.1806, 'eval_samples_per_second': 971.383, 'eval_steps_per_second': 121.513, 'epoch': 0.59}
{'loss': 0.2626, 'grad_norm': 1.236430287361145, 'learning_rate': 1.8164818798609966e-05, 'epoch': 0.6}
{'loss': 0.2447, 'grad_norm': 2.683422565460205, 'learning_rate': 1.8148270726460367e-05, 'epoch': 0.6}
{'loss': 0.3511, 'grad_norm': 2.2243306636810303, 'learning_rate': 1.8131722654310774e-05, 'epoch': 0.61}
{'loss': 0.2133, 'grad_norm': 4.402372360229492, 'learning_rate': 1.811517458216118e-05, 'epoch': 0.61}
{'loss': 0.2859, 'grad_norm': 3.5689356327056885, 'learning_rate': 1.8098626510011586e-05, 'epoch': 0.62}
{'loss': 0.2852, 'grad_norm': 1.7807031869888306, 'learning_rate': 1.808207843786199e-05, 'epoch': 0.62}
{'loss': 0.3183, 'grad_norm': 1.595453143119812, 'learning_rate': 1.8065530365712395e-05, 'epoch': 0.63}
{'loss': 0.2715, 'grad_norm': 3.0711140632629395, 'learning_rate': 1.8048982293562802e-05, 'epoch': 0.63}
{'loss': 0.3134, 'grad_norm': 3.26943039894104, 'learning_rate': 1.8032434221413206e-05, 'epoch': 0.64}
{'loss': 0.2777, 'grad_norm': 2.0343539714813232, 'learning_rate': 1.8015886149263614e-05, 'epoch': 0.64}
{'eval_loss': 0.25725167989730835, 'eval_accuracy': 0.9163242549681518, 'eval_precision': 0.6491879350348028, 'eval_recall': 0.7124124761298536, 'eval_f1': 0.6793323216995448, 'eval_runtime': 4.1924, 'eval_samples_per_second': 968.662, 'eval_steps_per_second': 121.172, 'epoch': 0.64}
{'loss': 0.1966, 'grad_norm': 2.5692505836486816, 'learning_rate': 1.7999338077114018e-05, 'epoch': 0.65}
{'loss': 0.3184, 'grad_norm': 3.8459575176239014, 'learning_rate': 1.7982790004964422e-05, 'epoch': 0.65}
{'loss': 0.2651, 'grad_norm': 5.878234386444092, 'learning_rate': 1.796624193281483e-05, 'epoch': 0.65}
{'loss': 0.4188, 'grad_norm': 1.6999236345291138, 'learning_rate': 1.7949693860665234e-05, 'epoch': 0.66}
{'loss': 0.291, 'grad_norm': 3.4592840671539307, 'learning_rate': 1.793314578851564e-05, 'epoch': 0.66}
{'loss': 0.3861, 'grad_norm': 2.3458759784698486, 'learning_rate': 1.7916597716366046e-05, 'epoch': 0.67}
{'loss': 0.2064, 'grad_norm': 3.5435245037078857, 'learning_rate': 1.790004964421645e-05, 'epoch': 0.67}
{'loss': 0.3129, 'grad_norm': 3.029849052429199, 'learning_rate': 1.7883501572066854e-05, 'epoch': 0.68}
{'loss': 0.2989, 'grad_norm': 3.76035475730896, 'learning_rate': 1.786695349991726e-05, 'epoch': 0.68}
{'loss': 0.2742, 'grad_norm': 3.6860761642456055, 'learning_rate': 1.785040542776767e-05, 'epoch': 0.69}
{'eval_loss': 0.2510596513748169, 'eval_accuracy': 0.9177753677425268, 'eval_precision': 0.682216108054027, 'eval_recall': 0.694462126034373, 'eval_f1': 0.6882846508106745, 'eval_runtime': 4.1911, 'eval_samples_per_second': 968.956, 'eval_steps_per_second': 121.209, 'epoch': 0.69}
{'loss': 0.211, 'grad_norm': 2.268228530883789, 'learning_rate': 1.7833857355618073e-05, 'epoch': 0.69}
{'loss': 0.2777, 'grad_norm': 4.825331687927246, 'learning_rate': 1.7817309283468477e-05, 'epoch': 0.7}
{'loss': 0.2152, 'grad_norm': 0.8668606877326965, 'learning_rate': 1.780076121131888e-05, 'epoch': 0.7}
{'loss': 0.2745, 'grad_norm': 2.7526984214782715, 'learning_rate': 1.778421313916929e-05, 'epoch': 0.71}
{'loss': 0.3182, 'grad_norm': 2.6530604362487793, 'learning_rate': 1.7767665067019693e-05, 'epoch': 0.71}
{'loss': 0.2345, 'grad_norm': 4.60590124130249, 'learning_rate': 1.7751116994870097e-05, 'epoch': 0.72}
{'loss': 0.3009, 'grad_norm': 3.533104419708252, 'learning_rate': 1.7734568922720505e-05, 'epoch': 0.72}
{'loss': 0.2683, 'grad_norm': 2.637152671813965, 'learning_rate': 1.771802085057091e-05, 'epoch': 0.73}
{'loss': 0.2616, 'grad_norm': 2.657123565673828, 'learning_rate': 1.7701472778421317e-05, 'epoch': 0.73}
{'loss': 0.2306, 'grad_norm': 2.6913564205169678, 'learning_rate': 1.768492470627172e-05, 'epoch': 0.74}
{'eval_loss': 0.2538490891456604, 'eval_accuracy': 0.9168894252065927, 'eval_precision': 0.6757352941176471, 'eval_recall': 0.701973265436028, 'eval_f1': 0.6886044333437402, 'eval_runtime': 4.3554, 'eval_samples_per_second': 932.401, 'eval_steps_per_second': 116.636, 'epoch': 0.74}
{'loss': 0.2255, 'grad_norm': 3.872185468673706, 'learning_rate': 1.7668376634122125e-05, 'epoch': 0.74}
{'loss': 0.3216, 'grad_norm': 2.60837984085083, 'learning_rate': 1.7651828561972533e-05, 'epoch': 0.75}
{'loss': 0.2145, 'grad_norm': 2.011132001876831, 'learning_rate': 1.7635280489822937e-05, 'epoch': 0.75}
{'loss': 0.2818, 'grad_norm': 1.536003828048706, 'learning_rate': 1.7618732417673344e-05, 'epoch': 0.76}
{'loss': 0.2318, 'grad_norm': 3.950883150100708, 'learning_rate': 1.760218434552375e-05, 'epoch': 0.76}
{'loss': 0.2975, 'grad_norm': 2.828429937362671, 'learning_rate': 1.7585636273374153e-05, 'epoch': 0.77}
{'loss': 0.2615, 'grad_norm': 1.5876442193984985, 'learning_rate': 1.7569088201224557e-05, 'epoch': 0.77}
{'loss': 0.3234, 'grad_norm': 3.8962862491607666, 'learning_rate': 1.7552540129074964e-05, 'epoch': 0.78}
{'loss': 0.2475, 'grad_norm': 3.3612630367279053, 'learning_rate': 1.7535992056925372e-05, 'epoch': 0.78}
{'loss': 0.3056, 'grad_norm': 2.1590359210968018, 'learning_rate': 1.7519443984775776e-05, 'epoch': 0.79}
{'eval_loss': 0.2549999952316284, 'eval_accuracy': 0.9156827103731651, 'eval_precision': 0.6545918959712063, 'eval_recall': 0.7177593889242521, 'eval_f1': 0.684721884867622, 'eval_runtime': 4.2031, 'eval_samples_per_second': 966.199, 'eval_steps_per_second': 120.864, 'epoch': 0.79}
{'loss': 0.2046, 'grad_norm': 3.2016093730926514, 'learning_rate': 1.750289591262618e-05, 'epoch': 0.79}
{'loss': 0.322, 'grad_norm': 2.956141948699951, 'learning_rate': 1.7486347840476584e-05, 'epoch': 0.8}
{'loss': 0.2613, 'grad_norm': 2.170043706893921, 'learning_rate': 1.7469799768326992e-05, 'epoch': 0.8}
{'loss': 0.2147, 'grad_norm': 3.0429575443267822, 'learning_rate': 1.7453251696177396e-05, 'epoch': 0.81}
{'loss': 0.2168, 'grad_norm': 1.9618709087371826, 'learning_rate': 1.7436703624027804e-05, 'epoch': 0.81}
{'loss': 0.2453, 'grad_norm': 2.069423198699951, 'learning_rate': 1.7420155551878208e-05, 'epoch': 0.82}
{'loss': 0.2795, 'grad_norm': 2.5121309757232666, 'learning_rate': 1.7403607479728612e-05, 'epoch': 0.82}
{'loss': 0.3259, 'grad_norm': 5.044312953948975, 'learning_rate': 1.738705940757902e-05, 'epoch': 0.83}
{'loss': 0.2622, 'grad_norm': 3.325169324874878, 'learning_rate': 1.7370511335429424e-05, 'epoch': 0.83}
{'loss': 0.2493, 'grad_norm': 3.876162052154541, 'learning_rate': 1.7353963263279828e-05, 'epoch': 0.84}
{'eval_loss': 0.25252649188041687, 'eval_accuracy': 0.9155452365313822, 'eval_precision': 0.6623147494707128, 'eval_recall': 0.7168682367918523, 'eval_f1': 0.6885125634285015, 'eval_runtime': 4.1951, 'eval_samples_per_second': 968.044, 'eval_steps_per_second': 121.095, 'epoch': 0.84}
{'loss': 0.2828, 'grad_norm': 3.423022985458374, 'learning_rate': 1.7337415191130236e-05, 'epoch': 0.84}
{'loss': 0.1914, 'grad_norm': 3.3551347255706787, 'learning_rate': 1.732086711898064e-05, 'epoch': 0.85}
{'loss': 0.3697, 'grad_norm': 3.4091672897338867, 'learning_rate': 1.7304319046831047e-05, 'epoch': 0.85}
{'loss': 0.207, 'grad_norm': 1.6266086101531982, 'learning_rate': 1.728777097468145e-05, 'epoch': 0.86}
{'loss': 0.2486, 'grad_norm': 3.493605375289917, 'learning_rate': 1.7271222902531856e-05, 'epoch': 0.86}
{'loss': 0.2721, 'grad_norm': 3.6155898571014404, 'learning_rate': 1.725467483038226e-05, 'epoch': 0.87}
{'loss': 0.2384, 'grad_norm': 5.513844966888428, 'learning_rate': 1.7238126758232667e-05, 'epoch': 0.87}
{'loss': 0.1946, 'grad_norm': 3.4357407093048096, 'learning_rate': 1.7221578686083075e-05, 'epoch': 0.88}
{'loss': 0.2464, 'grad_norm': 3.895454168319702, 'learning_rate': 1.720503061393348e-05, 'epoch': 0.88}
{'loss': 0.2597, 'grad_norm': 1.7744426727294922, 'learning_rate': 1.7188482541783883e-05, 'epoch': 0.89}
{'eval_loss': 0.24352972209453583, 'eval_accuracy': 0.9209219912322238, 'eval_precision': 0.6997864589875644, 'eval_recall': 0.7092297899427117, 'eval_f1': 0.7044764795144157, 'eval_runtime': 4.1897, 'eval_samples_per_second': 969.293, 'eval_steps_per_second': 121.251, 'epoch': 0.89}
{'loss': 0.3005, 'grad_norm': 4.827549457550049, 'learning_rate': 1.7171934469634287e-05, 'epoch': 0.89}
