cuda
FULL Dataset: (20305, 4)
TRAIN Dataset: (16244, 4)
TEST Dataset: (4061, 4)
tensor(3.3615, device='cuda:0', grad_fn=<NllLossBackward0>)
{'loss': 0.2793, 'grad_norm': 2.6227333545684814, 'learning_rate': 1.906006950190303e-05, 'epoch': 0.33}
{'loss': 0.2965, 'grad_norm': 2.400320291519165, 'learning_rate': 1.9043521429753437e-05, 'epoch': 0.33}
{'loss': 0.4089, 'grad_norm': 1.973150372505188, 'learning_rate': 1.902697335760384e-05, 'epoch': 0.34}
{'loss': 0.2618, 'grad_norm': 2.2948179244995117, 'learning_rate': 1.9010425285454245e-05, 'epoch': 0.34}
{'eval_loss': 0.3204072415828705, 'eval_accuracy': 0.8993481332907872, 'eval_precision': 0.5897374415537705, 'eval_recall': 0.6193653991437925, 'eval_f1': 0.6041884173678069, 'eval_runtime': 6.2961, 'eval_samples_per_second': 645.002, 'eval_steps_per_second': 80.685, 'epoch': 0.34}
{'loss': 0.3644, 'grad_norm': 3.548016309738159, 'learning_rate': 1.8993877213304653e-05, 'epoch': 0.35}
{'loss': 0.3495, 'grad_norm': 4.38955545425415, 'learning_rate': 1.8977329141155057e-05, 'epoch': 0.35}
{'loss': 0.283, 'grad_norm': 1.7447212934494019, 'learning_rate': 1.896078106900546e-05, 'epoch': 0.36}
{'loss': 0.3094, 'grad_norm': 2.595343589782715, 'learning_rate': 1.8944232996855865e-05, 'epoch': 0.36}
{'loss': 0.232, 'grad_norm': 1.7215423583984375, 'learning_rate': 1.8927684924706273e-05, 'epoch': 0.37}
{'loss': 0.3003, 'grad_norm': 2.2373855113983154, 'learning_rate': 1.891113685255668e-05, 'epoch': 0.37}
{'loss': 0.3036, 'grad_norm': 6.283605098724365, 'learning_rate': 1.8894588780407085e-05, 'epoch': 0.38}
{'loss': 0.3626, 'grad_norm': 6.315075874328613, 'learning_rate': 1.887804070825749e-05, 'epoch': 0.38}
{'loss': 0.405, 'grad_norm': 4.020330429077148, 'learning_rate': 1.8861492636107893e-05, 'epoch': 0.39}
{'loss': 0.2096, 'grad_norm': 1.810128092765808, 'learning_rate': 1.88449445639583e-05, 'epoch': 0.39}
{'eval_loss': 0.31124961376190186, 'eval_accuracy': 0.9026606494355047, 'eval_precision': 0.6320828961175237, 'eval_recall': 0.6067741123142785, 'eval_f1': 0.6191699858666323, 'eval_runtime': 6.3056, 'eval_samples_per_second': 644.029, 'eval_steps_per_second': 80.563, 'epoch': 0.39}
{'loss': 0.4096, 'grad_norm': 2.2600789070129395, 'learning_rate': 1.8828396491808705e-05, 'epoch': 0.4}
{'loss': 0.277, 'grad_norm': 2.5056867599487305, 'learning_rate': 1.8811848419659112e-05, 'epoch': 0.4}
{'loss': 0.3231, 'grad_norm': 2.820178985595703, 'learning_rate': 1.8795300347509517e-05, 'epoch': 0.41}
{'loss': 0.2811, 'grad_norm': 3.5926384925842285, 'learning_rate': 1.877875227535992e-05, 'epoch': 0.41}
{'loss': 0.2888, 'grad_norm': 2.592057466506958, 'learning_rate': 1.8762204203210328e-05, 'epoch': 0.42}
{'loss': 0.3083, 'grad_norm': 2.451265811920166, 'learning_rate': 1.8745656131060732e-05, 'epoch': 0.42}
{'loss': 0.3186, 'grad_norm': 3.0081026554107666, 'learning_rate': 1.872910805891114e-05, 'epoch': 0.43}
{'loss': 0.2872, 'grad_norm': 2.3138742446899414, 'learning_rate': 1.8712559986761544e-05, 'epoch': 0.43}
{'loss': 0.2622, 'grad_norm': 2.894904136657715, 'learning_rate': 1.869601191461195e-05, 'epoch': 0.44}
{'loss': 0.4098, 'grad_norm': 2.444223642349243, 'learning_rate': 1.8679463842462356e-05, 'epoch': 0.44}
{'eval_loss': 0.30122214555740356, 'eval_accuracy': 0.9030861102247345, 'eval_precision': 0.5909402099497946, 'eval_recall': 0.6521027449005289, 'eval_f1': 0.6200167604453489, 'eval_runtime': 6.3218, 'eval_samples_per_second': 642.384, 'eval_steps_per_second': 80.357, 'epoch': 0.44}
{'loss': 0.2871, 'grad_norm': 2.158417224884033, 'learning_rate': 1.866291577031276e-05, 'epoch': 0.45}
{'loss': 0.3321, 'grad_norm': 3.185894012451172, 'learning_rate': 1.8646367698163164e-05, 'epoch': 0.45}
{'loss': 0.3272, 'grad_norm': 4.100456714630127, 'learning_rate': 1.862981962601357e-05, 'epoch': 0.46}
{'loss': 0.3485, 'grad_norm': 2.1582112312316895, 'learning_rate': 1.8613271553863976e-05, 'epoch': 0.46}
{'loss': 0.2684, 'grad_norm': 3.1499569416046143, 'learning_rate': 1.8596723481714383e-05, 'epoch': 0.47}
{'loss': 0.3344, 'grad_norm': 3.8803517818450928, 'learning_rate': 1.8580175409564788e-05, 'epoch': 0.47}
{'loss': 0.4613, 'grad_norm': 3.197037935256958, 'learning_rate': 1.8563627337415192e-05, 'epoch': 0.48}
{'loss': 0.3268, 'grad_norm': 2.800178050994873, 'learning_rate': 1.8547079265265596e-05, 'epoch': 0.48}
{'loss': 0.2971, 'grad_norm': 2.906301736831665, 'learning_rate': 1.8530531193116004e-05, 'epoch': 0.49}
{'loss': 0.2987, 'grad_norm': 2.2763636112213135, 'learning_rate': 1.8513983120966408e-05, 'epoch': 0.49}
{'eval_loss': 0.3069383502006531, 'eval_accuracy': 0.90018385984106, 'eval_precision': 0.5948735792159592, 'eval_recall': 0.6458071014857718, 'eval_f1': 0.6192948563148998, 'eval_runtime': 6.2893, 'eval_samples_per_second': 645.702, 'eval_steps_per_second': 80.772, 'epoch': 0.49}
{'loss': 0.2484, 'grad_norm': 2.958705186843872, 'learning_rate': 1.8497435048816815e-05, 'epoch': 0.5}
{'loss': 0.303, 'grad_norm': 3.202543258666992, 'learning_rate': 1.848088697666722e-05, 'epoch': 0.5}
{'loss': 0.2376, 'grad_norm': 3.3175814151763916, 'learning_rate': 1.8464338904517624e-05, 'epoch': 0.51}
{'loss': 0.3887, 'grad_norm': 4.433320045471191, 'learning_rate': 1.844779083236803e-05, 'epoch': 0.51}
{'loss': 0.258, 'grad_norm': 4.184247970581055, 'learning_rate': 1.8431242760218435e-05, 'epoch': 0.52}
{'loss': 0.3218, 'grad_norm': 3.3241500854492188, 'learning_rate': 1.8414694688068843e-05, 'epoch': 0.52}
{'loss': 0.2969, 'grad_norm': 3.147627830505371, 'learning_rate': 1.8398146615919247e-05, 'epoch': 0.53}
{'loss': 0.2863, 'grad_norm': 2.7599668502807617, 'learning_rate': 1.838159854376965e-05, 'epoch': 0.53}
{'loss': 0.2525, 'grad_norm': 2.908381223678589, 'learning_rate': 1.836505047162006e-05, 'epoch': 0.54}
{'loss': 0.3508, 'grad_norm': 3.1336355209350586, 'learning_rate': 1.8348502399470463e-05, 'epoch': 0.54}
{'eval_loss': 0.28736889362335205, 'eval_accuracy': 0.9064897965385725, 'eval_precision': 0.6063492063492063, 'eval_recall': 0.6733820196424074, 'eval_f1': 0.6381100107385752, 'eval_runtime': 6.3515, 'eval_samples_per_second': 639.377, 'eval_steps_per_second': 79.981, 'epoch': 0.54}
{'loss': 0.2708, 'grad_norm': 2.045356512069702, 'learning_rate': 1.833195432732087e-05, 'epoch': 0.55}
{'loss': 0.3015, 'grad_norm': 2.615962028503418, 'learning_rate': 1.8315406255171275e-05, 'epoch': 0.55}
{'loss': 0.2391, 'grad_norm': 2.499605178833008, 'learning_rate': 1.829885818302168e-05, 'epoch': 0.56}
{'loss': 0.3294, 'grad_norm': 5.064767360687256, 'learning_rate': 1.8282310110872086e-05, 'epoch': 0.56}
{'loss': 0.29, 'grad_norm': 3.5202999114990234, 'learning_rate': 1.826576203872249e-05, 'epoch': 0.57}
{'loss': 0.4007, 'grad_norm': 2.426182985305786, 'learning_rate': 1.8249213966572895e-05, 'epoch': 0.57}
{'loss': 0.3693, 'grad_norm': 1.8027037382125854, 'learning_rate': 1.82326658944233e-05, 'epoch': 0.58}
{'loss': 0.3192, 'grad_norm': 3.1360926628112793, 'learning_rate': 1.8216117822273706e-05, 'epoch': 0.58}
{'loss': 0.2924, 'grad_norm': 3.827741861343384, 'learning_rate': 1.8199569750124114e-05, 'epoch': 0.59}
{'loss': 0.213, 'grad_norm': 1.055315375328064, 'learning_rate': 1.8183021677974518e-05, 'epoch': 0.59}
{'eval_loss': 0.28554025292396545, 'eval_accuracy': 0.9079941043290636, 'eval_precision': 0.60609443018194, 'eval_recall': 0.683706874842609, 'eval_f1': 0.6425655286669428, 'eval_runtime': 6.3169, 'eval_samples_per_second': 642.876, 'eval_steps_per_second': 80.419, 'epoch': 0.59}
{'loss': 0.2831, 'grad_norm': 2.160959243774414, 'learning_rate': 1.8166473605824922e-05, 'epoch': 0.6}
{'loss': 0.2949, 'grad_norm': 2.499044895172119, 'learning_rate': 1.8149925533675326e-05, 'epoch': 0.6}
{'loss': 0.4038, 'grad_norm': 2.7575085163116455, 'learning_rate': 1.8133377461525734e-05, 'epoch': 0.61}
{'loss': 0.2464, 'grad_norm': 3.9493491649627686, 'learning_rate': 1.8116829389376138e-05, 'epoch': 0.61}
{'loss': 0.295, 'grad_norm': 3.3199894428253174, 'learning_rate': 1.8100281317226546e-05, 'epoch': 0.62}
{'loss': 0.2962, 'grad_norm': 2.6842901706695557, 'learning_rate': 1.808373324507695e-05, 'epoch': 0.62}
{'loss': 0.3548, 'grad_norm': 1.9056059122085571, 'learning_rate': 1.8067185172927354e-05, 'epoch': 0.63}
{'loss': 0.3004, 'grad_norm': 3.296035051345825, 'learning_rate': 1.805063710077776e-05, 'epoch': 0.63}
{'loss': 0.3189, 'grad_norm': 3.6248464584350586, 'learning_rate': 1.8034089028628166e-05, 'epoch': 0.64}
{'loss': 0.3075, 'grad_norm': 2.2918920516967773, 'learning_rate': 1.8017540956478573e-05, 'epoch': 0.64}
{'eval_loss': 0.2795301377773285, 'eval_accuracy': 0.9084195651182932, 'eval_precision': 0.6024294156270519, 'eval_recall': 0.6931503399647444, 'eval_f1': 0.6446135831381733, 'eval_runtime': 6.3077, 'eval_samples_per_second': 643.812, 'eval_steps_per_second': 80.536, 'epoch': 0.64}
{'loss': 0.2269, 'grad_norm': 3.8272640705108643, 'learning_rate': 1.8000992884328978e-05, 'epoch': 0.65}
{'loss': 0.3168, 'grad_norm': 3.92230224609375, 'learning_rate': 1.7984444812179382e-05, 'epoch': 0.65}
{'loss': 0.265, 'grad_norm': 8.549662590026855, 'learning_rate': 1.796789674002979e-05, 'epoch': 0.65}
{'loss': 0.4365, 'grad_norm': 2.299654245376587, 'learning_rate': 1.7951348667880193e-05, 'epoch': 0.66}
{'loss': 0.3167, 'grad_norm': 3.204481363296509, 'learning_rate': 1.7934800595730598e-05, 'epoch': 0.66}
{'loss': 0.4128, 'grad_norm': 3.0556533336639404, 'learning_rate': 1.7918252523581002e-05, 'epoch': 0.67}
{'loss': 0.2151, 'grad_norm': 2.1209659576416016, 'learning_rate': 1.790170445143141e-05, 'epoch': 0.67}
{'loss': 0.3329, 'grad_norm': 2.2916171550750732, 'learning_rate': 1.7885156379281817e-05, 'epoch': 0.68}
{'loss': 0.3453, 'grad_norm': 3.423532247543335, 'learning_rate': 1.786860830713222e-05, 'epoch': 0.68}
{'loss': 0.3057, 'grad_norm': 3.753976583480835, 'learning_rate': 1.7852060234982625e-05, 'epoch': 0.69}
{'eval_loss': 0.27289336919784546, 'eval_accuracy': 0.9123854674750421, 'eval_precision': 0.6437043249071522, 'eval_recall': 0.676529841349786, 'eval_f1': 0.6597090060777213, 'eval_runtime': 6.3063, 'eval_samples_per_second': 643.962, 'eval_steps_per_second': 80.555, 'epoch': 0.69}
{'loss': 0.2533, 'grad_norm': 2.493342876434326, 'learning_rate': 1.783551216283303e-05, 'epoch': 0.69}
{'loss': 0.3084, 'grad_norm': 5.055737018585205, 'learning_rate': 1.7818964090683437e-05, 'epoch': 0.7}
{'loss': 0.2604, 'grad_norm': 1.1338903903961182, 'learning_rate': 1.780241601853384e-05, 'epoch': 0.7}
{'loss': 0.2806, 'grad_norm': 3.520716905593872, 'learning_rate': 1.778586794638425e-05, 'epoch': 0.71}
{'loss': 0.3186, 'grad_norm': 1.9878103733062744, 'learning_rate': 1.7769319874234653e-05, 'epoch': 0.71}
{'loss': 0.252, 'grad_norm': 4.923434257507324, 'learning_rate': 1.7752771802085057e-05, 'epoch': 0.72}
{'loss': 0.3024, 'grad_norm': 2.8342671394348145, 'learning_rate': 1.7736223729935465e-05, 'epoch': 0.72}
{'loss': 0.2874, 'grad_norm': 2.7632555961608887, 'learning_rate': 1.771967565778587e-05, 'epoch': 0.73}
{'loss': 0.2757, 'grad_norm': 2.684851884841919, 'learning_rate': 1.7703127585636276e-05, 'epoch': 0.73}
{'loss': 0.2655, 'grad_norm': 3.5468859672546387, 'learning_rate': 1.768657951348668e-05, 'epoch': 0.74}
{'eval_loss': 0.278428852558136, 'eval_accuracy': 0.9102277734725198, 'eval_precision': 0.6375, 'eval_recall': 0.6935280785696298, 'eval_f1': 0.6643348208901219, 'eval_runtime': 6.4798, 'eval_samples_per_second': 626.72, 'eval_steps_per_second': 78.398, 'epoch': 0.74}
{'loss': 0.2714, 'grad_norm': 3.786761522293091, 'learning_rate': 1.7670031441337085e-05, 'epoch': 0.74}
{'loss': 0.326, 'grad_norm': 2.033479928970337, 'learning_rate': 1.7653483369187492e-05, 'epoch': 0.75}
{'loss': 0.2503, 'grad_norm': 2.664531707763672, 'learning_rate': 1.7636935297037896e-05, 'epoch': 0.75}
{'loss': 0.3125, 'grad_norm': 2.059690475463867, 'learning_rate': 1.7620387224888304e-05, 'epoch': 0.76}
{'loss': 0.2618, 'grad_norm': 2.6720752716064453, 'learning_rate': 1.7603839152738708e-05, 'epoch': 0.76}
{'loss': 0.3504, 'grad_norm': 2.3891358375549316, 'learning_rate': 1.7587291080589112e-05, 'epoch': 0.77}
{'loss': 0.265, 'grad_norm': 2.120138168334961, 'learning_rate': 1.757074300843952e-05, 'epoch': 0.77}
{'loss': 0.3498, 'grad_norm': 4.376250267028809, 'learning_rate': 1.7554194936289924e-05, 'epoch': 0.78}
{'loss': 0.2693, 'grad_norm': 2.5543675422668457, 'learning_rate': 1.7537646864140328e-05, 'epoch': 0.78}
{'loss': 0.3171, 'grad_norm': 2.129333257675171, 'learning_rate': 1.7521098791990732e-05, 'epoch': 0.79}
{'eval_loss': 0.27603694796562195, 'eval_accuracy': 0.90980231268329, 'eval_precision': 0.6142165492957746, 'eval_recall': 0.7028456308234702, 'eval_f1': 0.6555490311215502, 'eval_runtime': 6.3384, 'eval_samples_per_second': 640.695, 'eval_steps_per_second': 80.146, 'epoch': 0.79}
{'loss': 0.2414, 'grad_norm': 4.203612804412842, 'learning_rate': 1.750455071984114e-05, 'epoch': 0.79}
{'loss': 0.341, 'grad_norm': 3.0583810806274414, 'learning_rate': 1.7488002647691544e-05, 'epoch': 0.8}
{'loss': 0.2718, 'grad_norm': 2.9333717823028564, 'learning_rate': 1.747145457554195e-05, 'epoch': 0.8}
{'loss': 0.2165, 'grad_norm': 2.4053101539611816, 'learning_rate': 1.7454906503392356e-05, 'epoch': 0.81}
{'loss': 0.2389, 'grad_norm': 2.2162673473358154, 'learning_rate': 1.743835843124276e-05, 'epoch': 0.81}
{'loss': 0.305, 'grad_norm': 2.3271358013153076, 'learning_rate': 1.7421810359093167e-05, 'epoch': 0.82}
{'loss': 0.3106, 'grad_norm': 2.913219928741455, 'learning_rate': 1.740526228694357e-05, 'epoch': 0.82}
{'loss': 0.3365, 'grad_norm': 3.6170132160186768, 'learning_rate': 1.738871421479398e-05, 'epoch': 0.83}
{'loss': 0.2793, 'grad_norm': 2.1725199222564697, 'learning_rate': 1.7372166142644383e-05, 'epoch': 0.83}
{'loss': 0.2811, 'grad_norm': 3.4679386615753174, 'learning_rate': 1.7355618070494788e-05, 'epoch': 0.84}
{'eval_loss': 0.27029991149902344, 'eval_accuracy': 0.9109267447691115, 'eval_precision': 0.6357996323529411, 'eval_recall': 0.6968018131453034, 'eval_f1': 0.6649044815571309, 'eval_runtime': 6.3212, 'eval_samples_per_second': 642.439, 'eval_steps_per_second': 80.364, 'epoch': 0.84}
{'loss': 0.28, 'grad_norm': 2.895137310028076, 'learning_rate': 1.7339069998345195e-05, 'epoch': 0.84}
{'loss': 0.2033, 'grad_norm': 3.5071496963500977, 'learning_rate': 1.73225219261956e-05, 'epoch': 0.85}
{'loss': 0.397, 'grad_norm': 2.2092487812042236, 'learning_rate': 1.7305973854046007e-05, 'epoch': 0.85}
{'loss': 0.2117, 'grad_norm': 2.2915537357330322, 'learning_rate': 1.728942578189641e-05, 'epoch': 0.86}
{'loss': 0.286, 'grad_norm': 2.459352493286133, 'learning_rate': 1.7272877709746815e-05, 'epoch': 0.86}
{'loss': 0.2652, 'grad_norm': 4.447882175445557, 'learning_rate': 1.7256329637597223e-05, 'epoch': 0.87}
{'loss': 0.2962, 'grad_norm': 6.695898532867432, 'learning_rate': 1.7239781565447627e-05, 'epoch': 0.87}
{'loss': 0.216, 'grad_norm': 3.1814956665039062, 'learning_rate': 1.722323349329803e-05, 'epoch': 0.88}
{'loss': 0.2645, 'grad_norm': 3.073032855987549, 'learning_rate': 1.7206685421148435e-05, 'epoch': 0.88}
{'loss': 0.2604, 'grad_norm': 2.446119546890259, 'learning_rate': 1.7190137348998843e-05, 'epoch': 0.89}
{'eval_loss': 0.2602355182170868, 'eval_accuracy': 0.9151205725486621, 'eval_precision': 0.6541184800566439, 'eval_recall': 0.6979350289599597, 'eval_f1': 0.6753167641325536, 'eval_runtime': 6.3279, 'eval_samples_per_second': 641.756, 'eval_steps_per_second': 80.279, 'epoch': 0.89}
{'loss': 0.3014, 'grad_norm': 3.8208353519439697, 'learning_rate': 1.7173589276849247e-05, 'epoch': 0.89}
