cuda
FULL Dataset: (20305, 4)
TRAIN Dataset: (16244, 4)
TEST Dataset: (4061, 4)
tensor(3.0266, device='cuda:0', grad_fn=<NllLossBackward0>)
{'eval_loss': 0.3093023896217346, 'eval_accuracy': 0.902974017443903, 'eval_precision': 0.6423040347778834, 'eval_recall': 0.6019096117122852, 'eval_f1': 0.6214511041009463, 'eval_runtime': 4.1957, 'eval_samples_per_second': 967.906, 'eval_steps_per_second': 121.078, 'epoch': 0.25}
{'loss': 0.2936, 'grad_norm': 3.2517385482788086, 'learning_rate': 1.8635074253295512e-05, 'epoch': 0.25}
{'loss': 0.3189, 'grad_norm': 1.1541062593460083, 'learning_rate': 1.8601701985649928e-05, 'epoch': 0.26}
{'loss': 0.3543, 'grad_norm': 1.8811607360839844, 'learning_rate': 1.856832971800434e-05, 'epoch': 0.26}
{'loss': 0.3504, 'grad_norm': 3.3000268936157227, 'learning_rate': 1.853495745035875e-05, 'epoch': 0.27}
{'loss': 0.2589, 'grad_norm': 2.782932758331299, 'learning_rate': 1.8501585182713167e-05, 'epoch': 0.27}
{'loss': 0.2968, 'grad_norm': 3.9313361644744873, 'learning_rate': 1.846821291506758e-05, 'epoch': 0.28}
{'loss': 0.323, 'grad_norm': 2.88325834274292, 'learning_rate': 1.8434840647421994e-05, 'epoch': 0.28}
{'loss': 0.327, 'grad_norm': 1.7894026041030884, 'learning_rate': 1.840146837977641e-05, 'epoch': 0.29}
{'loss': 0.3369, 'grad_norm': 3.2783164978027344, 'learning_rate': 1.836809611213082e-05, 'epoch': 0.29}
{'loss': 0.2621, 'grad_norm': 2.409968137741089, 'learning_rate': 1.8334723844485233e-05, 'epoch': 0.3}
{'eval_loss': 0.2927210330963135, 'eval_accuracy': 0.9065025127163303, 'eval_precision': 0.6104969160944955, 'eval_recall': 0.6678548695098663, 'eval_f1': 0.6378891050583657, 'eval_runtime': 4.209, 'eval_samples_per_second': 964.83, 'eval_steps_per_second': 120.693, 'epoch': 0.3}
{'loss': 0.2705, 'grad_norm': 4.716231822967529, 'learning_rate': 1.830135157683965e-05, 'epoch': 0.3}
{'loss': 0.3603, 'grad_norm': 3.980125665664673, 'learning_rate': 1.826797930919406e-05, 'epoch': 0.31}
{'loss': 0.2784, 'grad_norm': 1.0801407098770142, 'learning_rate': 1.8234607041548476e-05, 'epoch': 0.31}
{'loss': 0.3707, 'grad_norm': 1.8704023361206055, 'learning_rate': 1.8201234773902888e-05, 'epoch': 0.32}
{'loss': 0.3439, 'grad_norm': 3.64518404006958, 'learning_rate': 1.81678625062573e-05, 'epoch': 0.32}
{'loss': 0.3132, 'grad_norm': 2.589716672897339, 'learning_rate': 1.8134490238611715e-05, 'epoch': 0.32}
{'loss': 0.264, 'grad_norm': 2.8355114459991455, 'learning_rate': 1.8101117970966127e-05, 'epoch': 0.33}
{'loss': 0.2471, 'grad_norm': 1.9799613952636719, 'learning_rate': 1.8067745703320543e-05, 'epoch': 0.33}
{'loss': 0.3635, 'grad_norm': 2.374809503555298, 'learning_rate': 1.8034373435674958e-05, 'epoch': 0.34}
{'loss': 0.2206, 'grad_norm': 2.2905759811401367, 'learning_rate': 1.8001001168029367e-05, 'epoch': 0.34}
{'eval_loss': 0.28606465458869934, 'eval_accuracy': 0.9080452747185604, 'eval_precision': 0.6390153846153847, 'eval_recall': 0.6609802673456397, 'eval_f1': 0.6498122653316647, 'eval_runtime': 4.1869, 'eval_samples_per_second': 969.92, 'eval_steps_per_second': 121.33, 'epoch': 0.34}
{'loss': 0.3326, 'grad_norm': 3.46555757522583, 'learning_rate': 1.7967628900383782e-05, 'epoch': 0.35}
{'loss': 0.3118, 'grad_norm': 4.619462490081787, 'learning_rate': 1.7934256632738197e-05, 'epoch': 0.35}
{'loss': 0.2674, 'grad_norm': 2.0470738410949707, 'learning_rate': 1.790088436509261e-05, 'epoch': 0.36}
{'loss': 0.2773, 'grad_norm': 2.07657790184021, 'learning_rate': 1.7867512097447025e-05, 'epoch': 0.36}
{'loss': 0.2253, 'grad_norm': 1.727401614189148, 'learning_rate': 1.7834139829801437e-05, 'epoch': 0.37}
{'loss': 0.309, 'grad_norm': 2.613553047180176, 'learning_rate': 1.780076756215585e-05, 'epoch': 0.37}
{'loss': 0.2732, 'grad_norm': 5.252760410308838, 'learning_rate': 1.7767395294510264e-05, 'epoch': 0.38}
{'loss': 0.2944, 'grad_norm': 2.9185938835144043, 'learning_rate': 1.7734023026864676e-05, 'epoch': 0.38}
{'loss': 0.3812, 'grad_norm': 4.403813362121582, 'learning_rate': 1.770065075921909e-05, 'epoch': 0.39}
{'loss': 0.1952, 'grad_norm': 2.2013187408447266, 'learning_rate': 1.7667278491573503e-05, 'epoch': 0.39}
{'eval_loss': 0.2768557369709015, 'eval_accuracy': 0.9124902622695403, 'eval_precision': 0.6613066599139023, 'eval_recall': 0.6649267982176957, 'eval_f1': 0.6631117882308132, 'eval_runtime': 4.1986, 'eval_samples_per_second': 967.222, 'eval_steps_per_second': 120.992, 'epoch': 0.39}
{'loss': 0.3684, 'grad_norm': 2.3450756072998047, 'learning_rate': 1.7633906223927915e-05, 'epoch': 0.4}
{'loss': 0.265, 'grad_norm': 2.2497427463531494, 'learning_rate': 1.760053395628233e-05, 'epoch': 0.4}
{'loss': 0.3043, 'grad_norm': 2.765287160873413, 'learning_rate': 1.7567161688636746e-05, 'epoch': 0.41}
{'loss': 0.2577, 'grad_norm': 2.9802987575531006, 'learning_rate': 1.7533789420991158e-05, 'epoch': 0.41}
{'loss': 0.2673, 'grad_norm': 2.385718822479248, 'learning_rate': 1.750041715334557e-05, 'epoch': 0.42}
{'loss': 0.2653, 'grad_norm': 2.1295526027679443, 'learning_rate': 1.7467044885699985e-05, 'epoch': 0.42}
{'loss': 0.2734, 'grad_norm': 2.67380690574646, 'learning_rate': 1.7433672618054397e-05, 'epoch': 0.43}
{'loss': 0.2685, 'grad_norm': 2.6019701957702637, 'learning_rate': 1.7400300350408813e-05, 'epoch': 0.43}
{'loss': 0.1986, 'grad_norm': 2.772901773452759, 'learning_rate': 1.7366928082763225e-05, 'epoch': 0.44}
{'loss': 0.36, 'grad_norm': 2.7189338207244873, 'learning_rate': 1.733355581511764e-05, 'epoch': 0.44}
{'eval_loss': 0.2722751200199127, 'eval_accuracy': 0.9134373042907113, 'eval_precision': 0.6620987184367466, 'eval_recall': 0.6642902609802673, 'eval_f1': 0.6631926792069142, 'eval_runtime': 4.183, 'eval_samples_per_second': 970.824, 'eval_steps_per_second': 121.443, 'epoch': 0.44}
{'loss': 0.2518, 'grad_norm': 2.1029326915740967, 'learning_rate': 1.7300183547472052e-05, 'epoch': 0.45}
{'loss': 0.3237, 'grad_norm': 3.9483795166015625, 'learning_rate': 1.7266811279826464e-05, 'epoch': 0.45}
{'loss': 0.3211, 'grad_norm': 4.9483137130737305, 'learning_rate': 1.723343901218088e-05, 'epoch': 0.46}
{'loss': 0.3317, 'grad_norm': 2.932865858078003, 'learning_rate': 1.7200066744535295e-05, 'epoch': 0.46}
{'loss': 0.2488, 'grad_norm': 3.8128280639648438, 'learning_rate': 1.7166694476889707e-05, 'epoch': 0.47}
{'loss': 0.2806, 'grad_norm': 2.7600793838500977, 'learning_rate': 1.713332220924412e-05, 'epoch': 0.47}
{'loss': 0.3821, 'grad_norm': 3.220475912094116, 'learning_rate': 1.7099949941598534e-05, 'epoch': 0.48}
{'loss': 0.2798, 'grad_norm': 2.1122982501983643, 'learning_rate': 1.7066577673952946e-05, 'epoch': 0.48}
{'loss': 0.2734, 'grad_norm': 2.0692923069000244, 'learning_rate': 1.703320540630736e-05, 'epoch': 0.49}
{'loss': 0.2704, 'grad_norm': 1.7088665962219238, 'learning_rate': 1.6999833138661773e-05, 'epoch': 0.49}
{'eval_loss': 0.28235113620758057, 'eval_accuracy': 0.9078772511341592, 'eval_precision': 0.627942561205273, 'eval_recall': 0.6791852323360916, 'eval_f1': 0.6525594764846187, 'eval_runtime': 4.1834, 'eval_samples_per_second': 970.735, 'eval_steps_per_second': 121.431, 'epoch': 0.49}
{'loss': 0.208, 'grad_norm': 2.592148542404175, 'learning_rate': 1.6966460871016185e-05, 'epoch': 0.5}
{'loss': 0.2935, 'grad_norm': 3.7954747676849365, 'learning_rate': 1.69330886033706e-05, 'epoch': 0.5}
{'loss': 0.1917, 'grad_norm': 2.426926612854004, 'learning_rate': 1.6899716335725013e-05, 'epoch': 0.51}
{'loss': 0.3487, 'grad_norm': 4.293990135192871, 'learning_rate': 1.6866344068079428e-05, 'epoch': 0.51}
{'loss': 0.226, 'grad_norm': 4.488420009613037, 'learning_rate': 1.6832971800433843e-05, 'epoch': 0.52}
{'loss': 0.3224, 'grad_norm': 3.1683552265167236, 'learning_rate': 1.6799599532788252e-05, 'epoch': 0.52}
{'loss': 0.2897, 'grad_norm': 3.4903783798217773, 'learning_rate': 1.6766227265142667e-05, 'epoch': 0.53}
{'loss': 0.2647, 'grad_norm': 2.7623798847198486, 'learning_rate': 1.6732854997497083e-05, 'epoch': 0.53}
{'loss': 0.2045, 'grad_norm': 2.9475929737091064, 'learning_rate': 1.6699482729851495e-05, 'epoch': 0.54}
{'loss': 0.3499, 'grad_norm': 2.9525856971740723, 'learning_rate': 1.666611046220591e-05, 'epoch': 0.54}
{'eval_loss': 0.2587728202342987, 'eval_accuracy': 0.916767226236119, 'eval_precision': 0.6637951953409367, 'eval_recall': 0.6964990451941439, 'eval_f1': 0.679753991426974, 'eval_runtime': 4.175, 'eval_samples_per_second': 972.683, 'eval_steps_per_second': 121.675, 'epoch': 0.54}
{'loss': 0.2474, 'grad_norm': 1.7041888236999512, 'learning_rate': 1.6632738194560322e-05, 'epoch': 0.55}
{'loss': 0.2849, 'grad_norm': 3.1087276935577393, 'learning_rate': 1.6599365926914734e-05, 'epoch': 0.55}
{'loss': 0.232, 'grad_norm': 2.058865785598755, 'learning_rate': 1.656599365926915e-05, 'epoch': 0.56}
{'loss': 0.2963, 'grad_norm': 5.112341403961182, 'learning_rate': 1.653262139162356e-05, 'epoch': 0.56}
{'loss': 0.2433, 'grad_norm': 3.691910982131958, 'learning_rate': 1.6499249123977977e-05, 'epoch': 0.57}
{'loss': 0.341, 'grad_norm': 2.4541118144989014, 'learning_rate': 1.646587685633239e-05, 'epoch': 0.57}
{'loss': 0.3433, 'grad_norm': 1.78658127784729, 'learning_rate': 1.64325045886868e-05, 'epoch': 0.58}
{'loss': 0.311, 'grad_norm': 2.6082253456115723, 'learning_rate': 1.6399132321041216e-05, 'epoch': 0.58}
{'loss': 0.2741, 'grad_norm': 3.2416863441467285, 'learning_rate': 1.636576005339563e-05, 'epoch': 0.59}
{'loss': 0.1968, 'grad_norm': 0.9368287324905396, 'learning_rate': 1.6332387785750043e-05, 'epoch': 0.59}
{'eval_loss': 0.25665968656539917, 'eval_accuracy': 0.9166450272656453, 'eval_precision': 0.6566503052795403, 'eval_recall': 0.6982813494589434, 'eval_f1': 0.6768262586377098, 'eval_runtime': 4.1695, 'eval_samples_per_second': 973.986, 'eval_steps_per_second': 121.838, 'epoch': 0.59}
{'loss': 0.259, 'grad_norm': 1.2615152597427368, 'learning_rate': 1.629901551810446e-05, 'epoch': 0.6}
{'loss': 0.2387, 'grad_norm': 2.83579683303833, 'learning_rate': 1.626564325045887e-05, 'epoch': 0.6}
{'loss': 0.3518, 'grad_norm': 2.334135055541992, 'learning_rate': 1.6232270982813282e-05, 'epoch': 0.61}
{'loss': 0.2092, 'grad_norm': 4.74041223526001, 'learning_rate': 1.6198898715167698e-05, 'epoch': 0.61}
{'loss': 0.2823, 'grad_norm': 3.5022284984588623, 'learning_rate': 1.616552644752211e-05, 'epoch': 0.62}
{'loss': 0.2859, 'grad_norm': 1.8449294567108154, 'learning_rate': 1.6132154179876525e-05, 'epoch': 0.62}
{'loss': 0.3157, 'grad_norm': 1.6050406694412231, 'learning_rate': 1.6098781912230937e-05, 'epoch': 0.63}
{'loss': 0.269, 'grad_norm': 3.093065023422241, 'learning_rate': 1.606540964458535e-05, 'epoch': 0.63}
{'loss': 0.3227, 'grad_norm': 3.6065900325775146, 'learning_rate': 1.6032037376939764e-05, 'epoch': 0.64}
{'loss': 0.2864, 'grad_norm': 2.2351932525634766, 'learning_rate': 1.5998665109294176e-05, 'epoch': 0.64}
{'eval_loss': 0.2574111521244049, 'eval_accuracy': 0.916843600592665, 'eval_precision': 0.6583924349881797, 'eval_recall': 0.709102482495226, 'eval_f1': 0.6828072326080294, 'eval_runtime': 4.1781, 'eval_samples_per_second': 971.976, 'eval_steps_per_second': 121.587, 'epoch': 0.64}
{'loss': 0.2014, 'grad_norm': 2.397571563720703, 'learning_rate': 1.5965292841648592e-05, 'epoch': 0.65}
{'loss': 0.3189, 'grad_norm': 3.908524513244629, 'learning_rate': 1.5931920574003007e-05, 'epoch': 0.65}
{'loss': 0.2618, 'grad_norm': 5.914267063140869, 'learning_rate': 1.589854830635742e-05, 'epoch': 0.65}
{'loss': 0.4137, 'grad_norm': 1.7149802446365356, 'learning_rate': 1.586517603871183e-05, 'epoch': 0.66}
{'loss': 0.2888, 'grad_norm': 3.683448076248169, 'learning_rate': 1.5831803771066246e-05, 'epoch': 0.66}
{'loss': 0.3856, 'grad_norm': 2.210303783416748, 'learning_rate': 1.579843150342066e-05, 'epoch': 0.67}
{'loss': 0.203, 'grad_norm': 3.5118067264556885, 'learning_rate': 1.5765059235775074e-05, 'epoch': 0.67}
{'loss': 0.3123, 'grad_norm': 2.3631932735443115, 'learning_rate': 1.5731686968129486e-05, 'epoch': 0.68}
{'loss': 0.3061, 'grad_norm': 2.9260733127593994, 'learning_rate': 1.5698314700483898e-05, 'epoch': 0.68}
{'loss': 0.2764, 'grad_norm': 3.8718671798706055, 'learning_rate': 1.5664942432838313e-05, 'epoch': 0.69}
{'eval_loss': 0.2511281967163086, 'eval_accuracy': 0.9180808651687109, 'eval_precision': 0.6824012953045211, 'eval_recall': 0.6975175047740293, 'eval_f1': 0.6898766053890707, 'eval_runtime': 4.1791, 'eval_samples_per_second': 971.732, 'eval_steps_per_second': 121.556, 'epoch': 0.69}
{'loss': 0.2183, 'grad_norm': 2.5489566326141357, 'learning_rate': 1.5631570165192725e-05, 'epoch': 0.69}
{'loss': 0.2715, 'grad_norm': 5.272336006164551, 'learning_rate': 1.559819789754714e-05, 'epoch': 0.7}
{'loss': 0.2121, 'grad_norm': 0.9642210006713867, 'learning_rate': 1.5564825629901552e-05, 'epoch': 0.7}
{'loss': 0.2706, 'grad_norm': 2.7863099575042725, 'learning_rate': 1.5531453362255964e-05, 'epoch': 0.71}
{'loss': 0.3157, 'grad_norm': 2.863960027694702, 'learning_rate': 1.549808109461038e-05, 'epoch': 0.71}
{'loss': 0.2391, 'grad_norm': 4.16269588470459, 'learning_rate': 1.5464708826964795e-05, 'epoch': 0.72}
{'loss': 0.2958, 'grad_norm': 3.582669258117676, 'learning_rate': 1.5431336559319207e-05, 'epoch': 0.72}
{'loss': 0.2633, 'grad_norm': 2.707716703414917, 'learning_rate': 1.539796429167362e-05, 'epoch': 0.73}
{'loss': 0.264, 'grad_norm': 2.4684324264526367, 'learning_rate': 1.5364592024028034e-05, 'epoch': 0.73}
{'loss': 0.2367, 'grad_norm': 2.733443260192871, 'learning_rate': 1.5331219756382446e-05, 'epoch': 0.74}
{'eval_loss': 0.2506117820739746, 'eval_accuracy': 0.9184627369514412, 'eval_precision': 0.6869013558900361, 'eval_recall': 0.7029917250159134, 'eval_f1': 0.6948534038001762, 'eval_runtime': 4.3637, 'eval_samples_per_second': 930.636, 'eval_steps_per_second': 116.415, 'epoch': 0.74}
{'loss': 0.225, 'grad_norm': 3.780838966369629, 'learning_rate': 1.529784748873686e-05, 'epoch': 0.74}
{'loss': 0.3222, 'grad_norm': 2.6605265140533447, 'learning_rate': 1.5264475221091274e-05, 'epoch': 0.75}
{'loss': 0.2075, 'grad_norm': 1.7862294912338257, 'learning_rate': 1.5231102953445689e-05, 'epoch': 0.75}
{'loss': 0.2774, 'grad_norm': 1.3248571157455444, 'learning_rate': 1.5197730685800101e-05, 'epoch': 0.76}
{'loss': 0.237, 'grad_norm': 4.0857930183410645, 'learning_rate': 1.5164358418154515e-05, 'epoch': 0.76}
{'loss': 0.3057, 'grad_norm': 2.904632091522217, 'learning_rate': 1.5130986150508928e-05, 'epoch': 0.77}
{'loss': 0.2607, 'grad_norm': 1.8965903520584106, 'learning_rate': 1.5097613882863342e-05, 'epoch': 0.77}
{'loss': 0.3268, 'grad_norm': 3.413008213043213, 'learning_rate': 1.5064241615217756e-05, 'epoch': 0.78}
{'loss': 0.2446, 'grad_norm': 3.485536575317383, 'learning_rate': 1.5030869347572168e-05, 'epoch': 0.78}
{'loss': 0.2993, 'grad_norm': 1.935447335243225, 'learning_rate': 1.4997497079926581e-05, 'epoch': 0.79}
{'eval_loss': 0.2539655268192291, 'eval_accuracy': 0.9163548047107704, 'eval_precision': 0.6522848527023892, 'eval_recall': 0.7159770846594525, 'eval_f1': 0.682648540389634, 'eval_runtime': 4.204, 'eval_samples_per_second': 965.984, 'eval_steps_per_second': 120.837, 'epoch': 0.79}
{'loss': 0.2054, 'grad_norm': 3.15864896774292, 'learning_rate': 1.4964124812280995e-05, 'epoch': 0.79}
{'loss': 0.3215, 'grad_norm': 2.727301597595215, 'learning_rate': 1.493075254463541e-05, 'epoch': 0.8}
{'loss': 0.2556, 'grad_norm': 2.4770348072052, 'learning_rate': 1.4897380276989824e-05, 'epoch': 0.8}
{'loss': 0.2093, 'grad_norm': 3.1290087699890137, 'learning_rate': 1.4864008009344236e-05, 'epoch': 0.81}
{'loss': 0.2161, 'grad_norm': 2.2879226207733154, 'learning_rate': 1.483063574169865e-05, 'epoch': 0.81}
{'loss': 0.246, 'grad_norm': 1.7545576095581055, 'learning_rate': 1.4797263474053063e-05, 'epoch': 0.82}
{'loss': 0.2774, 'grad_norm': 2.535550594329834, 'learning_rate': 1.4763891206407477e-05, 'epoch': 0.82}
{'loss': 0.3249, 'grad_norm': 4.848918914794922, 'learning_rate': 1.473051893876189e-05, 'epoch': 0.83}
{'loss': 0.2633, 'grad_norm': 2.754798412322998, 'learning_rate': 1.4697146671116304e-05, 'epoch': 0.83}
{'loss': 0.2401, 'grad_norm': 3.368971586227417, 'learning_rate': 1.4663774403470716e-05, 'epoch': 0.84}
{'eval_loss': 0.2530932128429413, 'eval_accuracy': 0.9163089800968427, 'eval_precision': 0.6591015442208704, 'eval_recall': 0.7172501591343093, 'eval_f1': 0.6869475096019021, 'eval_runtime': 4.1737, 'eval_samples_per_second': 972.999, 'eval_steps_per_second': 121.715, 'epoch': 0.84}
{'loss': 0.2903, 'grad_norm': 3.6803133487701416, 'learning_rate': 1.463040213582513e-05, 'epoch': 0.84}
{'loss': 0.1888, 'grad_norm': 3.6796936988830566, 'learning_rate': 1.4597029868179544e-05, 'epoch': 0.85}
{'loss': 0.3666, 'grad_norm': 3.4576914310455322, 'learning_rate': 1.4563657600533957e-05, 'epoch': 0.85}
{'loss': 0.205, 'grad_norm': 1.6742323637008667, 'learning_rate': 1.4530285332888373e-05, 'epoch': 0.86}
{'loss': 0.2458, 'grad_norm': 3.6905055046081543, 'learning_rate': 1.4496913065242783e-05, 'epoch': 0.86}
{'loss': 0.267, 'grad_norm': 4.231967926025391, 'learning_rate': 1.4463540797597198e-05, 'epoch': 0.87}
{'loss': 0.2434, 'grad_norm': 5.496854782104492, 'learning_rate': 1.4430168529951612e-05, 'epoch': 0.87}
{'loss': 0.1924, 'grad_norm': 3.1398799419403076, 'learning_rate': 1.4396796262306026e-05, 'epoch': 0.88}
{'loss': 0.2471, 'grad_norm': 4.531607151031494, 'learning_rate': 1.436342399466044e-05, 'epoch': 0.88}
{'loss': 0.2624, 'grad_norm': 2.339198350906372, 'learning_rate': 1.4330051727014851e-05, 'epoch': 0.89}
{'eval_loss': 0.24336928129196167, 'eval_accuracy': 0.9209830907174607, 'eval_precision': 0.6956142536755544, 'eval_recall': 0.7107574793125397, 'eval_f1': 0.7031043385177255, 'eval_runtime': 4.1735, 'eval_samples_per_second': 973.056, 'eval_steps_per_second': 121.722, 'epoch': 0.89}
{'loss': 0.314, 'grad_norm': 5.3124847412109375, 'learning_rate': 1.4296679459369265e-05, 'epoch': 0.89}
